SITENAME,DATE,TIME,SALINITY,TN,TP,TOC,NH4,N&N,NO2,SRP,DOC,NO3
TS/Ph4,1999-08-10,21:00,0.0,26.786,0.06,855.000,3.12,0.06,0.06,0.00,836.667,0.00
TS/Ph5,1999-08-10,21:00,0.0,27.929,0.15,974.167,4.26,0.86,0.21,0.01,972.500,0.65
TS/Ph4,1999-10-27,21:00,0.0,32.839,0.22,560.750,4.90,1.70,0.10,0.04,583.333,1.60
TS/Ph5,1999-10-27,21:00,0.0,26.013,0.18,577.417,0.83,0.48,0.06,0.04,560.917,0.42
TS/Ph4,1999-10-28,21:00,0.0,29.442,0.23,577.583,2.35,1.19,0.06,0.01,554.000,1.13
TS/Ph5,1999-10-28,21:00,0.0,30.461,0.25,613.583,0.87,0.74,0.07,0.05,572.000,0.66
TS/Ph4,1999-12-01,21:00,0.0,34.535,0.43,573.417,2.09,3.96,0.07,0.00,455.833,3.89
TS/Ph5,1999-12-01,21:00,0.0,29.855,0.19,685.500,2.38,3.67,0.20,0.05,651.333,3.47
TS/Ph4,1999-12-02,21:00,0.0,40.374,0.12,681.000,2.04,4.06,0.19,0.01,631.833,3.87
TS/Ph5,1999-12-02,21:00,0.0,31.443,0.11,678.333,1.85,3.79,0.06,0.07,517.500,3.74
TS/Ph4,2000-07-10,21:00,0.0,18.347,0.19,697.750,1.09,0.08,0.04,0.02,739.000,0.04
TS/Ph5,2000-07-10,21:00,0.0,39.025,0.21,1169.583,3.72,0.78,0.11,0.03,1167.500,0.67
TS/Ph4,2000-07-11,21:00,0.0,20.134,0.20,940.000,0.51,0.12,0.03,0.02,702.750,0.09
TS/Ph5,2000-07-11,21:00,0.0,38.185,0.18,1084.167,2.75,0.95,0.19,0.02,1077.917,0.76
TS/Ph4,2000-08-27,21:00,0.0,25.293,0.25,757.333,5.47,3.75,0.95,0.04,660.167,2.80
TS/Ph5,2000-08-27,21:00,0.0,17.576,0.29,993.333,1.10,0.22,0.07,0.04,978.333,0.15
TS/Ph4,2000-08-28,21:00,0.0,19.946,0.23,714.833,7.95,3.26,0.89,0.05,630.500,2.37
TS/Ph5,2000-08-28,21:00,0.0,20.329,0.20,940.833,0.73,0.28,0.12,0.04,837.500,0.16
TS/Ph4,2000-10-15,21:00,0.0,20.921,0.22,658.792,3.16,6.43,0.63,0.08,626.917,5.80
TS/Ph5,2000-10-15,21:00,0.0,14.590,0.20,768.083,1.42,0.21,0.08,0.05,741.167,0.13
TS/Ph4,2000-10-16,21:00,0.0,19.417,0.15,664.333,2.40,8.66,0.31,0.03,648.000,8.35
TS/Ph5,2000-10-16,21:00,0.0,14.995,0.22,755.833,0.55,0.19,0.07,0.09,684.667,0.12
TS/Ph4,1999-06-22,23:00,0.0,22.047,0.73,765.333,3.69,0.42,0.09,0.00,729.250,0.33
TS/Ph5,1999-06-22,23:00,0.0,65.429,0.97,1186.667,2.37,2.07,0.27,0.05,1288.333,1.80
TS/Ph4,1999-06-23,23:00,0.0,22.021,0.28,755.750,4.35,1.04,0.12,0.03,709.417,0.92
TS/Ph5,1999-06-23,23:00,0.0,36.714,1.01,990.000,1.26,3.67,0.26,0.03,1095.000,3.41
TS/Ph5,2001-08-14,,0.0,30.781,0.04,753.417,1.52,0.31,0.13,0.00,796.500,0.18
TS/Ph4,2001-10-24,,0.0,31.459,0.28,507.250,2.57,8.70,0.50,0.02,503.167,8.20
TS/Ph5,2001-10-24,,0.0,20.564,0.12,511.250,0.85,0.18,0.04,0.03,515.000,0.14
TS/Ph4,2002-07-23,,0.0,24.864,0.13,495.167,3.32,3.38,0.21,0.04,498.500,3.17
TS/Ph5,2002-07-23,,0.0,20.350,0.12,633.250,0.84,0.19,0.09,0.04,656.417,0.10
TS/Ph4,2003-08-27,,0.0,36.207,0.09,441.500,1.46,4.19,0.14,0.03,477.417,4.05
