SITENAME,DATE,TIME,SALINITY,TN,TP,TOC,NH4,NandN,NO2,SRP,DOC,NO3
SRS1d,2017-03-07,12:00,0.0,112.372,0.51,-9999.000,8.33,0.47,0.06,0.02,2203.333,0.41
SRS1d,2017-04-21,13:30,0.0,126.604,0.46,-9999.000,5.24,0.25,0.10,-9999.00,2321.667,0.16
SRS1d,2017-05-04,14:15,0.0,144.726,0.37,-9999.000,15.86,0.55,0.34,0.07,2429.500,0.21
SRS1d,2017-06-19,10:30,0.2,62.067,0.61,-9999.000,1.97,0.56,0.06,0.01,1336.667,0.51
SRS1d,2017-07-18,13:15,0.2,68.666,0.86,-9999.000,2.04,0.23,0.10,0.04,1441.417,-9999.00
SRS1d,2017-08-11,12:20,0.2,70.285,0.54,-9999.000,2.02,0.28,0.13,0.09,1266.833,-9999.00
SRS1d,2017-09-29,12:50,0.2,61.070,1.32,-9999.000,2.44,0.67,0.10,-9999.00,4066.500,-9999.00
SRS1d,2017-10-10,8:30,0.2,48.197,0.64,-9999.000,2.45,0.33,0.13,0.05,1111.171,-9999.00
SRS1d,2017-11-07,14:06,0.2,47.206,0.40,-9999.000,0.93,0.19,0.03,0.05,1112.917,-9999.00
SRS1d,2017-12-05,12:20,0.2,39.332,0.40,-9999.000,1.13,0.29,0.05,0.02,1133.333,-9999.00
SRS1d,2018-01-09,13:00,0.2,72.535,0.41,-9999.000,1.66,0.48,0.08,0.03,1448.333,-9999.00
SRS2,2017-01-05,10:30,0.0,91.493,0.91,-9999.000,24.05,2.28,0.22,0.07,1410.833,2.06
SRS2,2017-02-01,10:40,0.0,90.242,0.26,-9999.000,24.42,6.41,0.23,0.01,1422.500,6.18
SRS2,2017-03-07,10:50,0.0,121.143,0.42,-9999.000,15.12,0.29,0.06,0.03,2195.833,0.23
SRS2,2017-04-21,12:00,0.0,-9999.000,-9999.00,-9999.000,142.65,0.52,0.13,0.07,3901.667,0.39
SRS2,2017-05-04,13:00,0.0,170.880,0.55,-9999.000,54.47,0.56,0.21,0.06,2649.500,0.35
SRS2,2017-06-19,9:40,0.2,77.325,0.72,-9999.000,2.46,0.29,0.05,0.03,1570.000,0.24
SRS2,2017-07-18,10:15,0.2,59.564,0.90,-9999.000,1.42,0.20,0.09,0.03,1396.250,-9999.00
SRS2,2017-08-11,10:20,0.1,55.926,0.37,-9999.000,0.73,0.13,0.08,0.03,984.500,-9999.00
SRS2,2017-09-29,9:50,0.1,36.612,0.40,-9999.000,0.80,0.11,0.10,-9999.00,2662.833,-9999.00
SRS2,2017-10-10,13:15,0.1,34.003,1.02,-9999.000,1.06,0.16,0.05,0.01,2643.833,-9999.00
SRS2,2017-11-07,11:00,0.1,34.727,0.29,-9999.000,0.51,0.14,0.00,0.03,805.250,-9999.00
SRS2,2017-12-05,10:45,0.1,31.263,0.48,-9999.000,0.62,0.31,0.04,0.03,915.833,-9999.00
SRS2,2018-01-09,10:30,0.2,55.062,0.55,-9999.000,0.67,0.09,0.03,0.03,967.500,-9999.00
SRS3,2017-01-05,9:30,0.3,63.529,0.48,-9999.000,3.11,4.91,0.19,0.02,1435.833,4.72
SRS3,2017-02-01,9:15,0.3,78.081,0.31,-9999.000,15.52,6.19,0.17,0.28,1446.667,6.02
SRS3,2017-03-07,9:50,0.5,110.198,0.60,-9999.000,27.79,1.58,0.10,0.03,1804.167,1.48
SRS3,2017-04-21,11:20,0.6,137.363,0.14,-9999.000,40.92,4.98,0.53,-9999.00,1937.500,4.45
SRS3,2017-05-04,12:15,0.4,59.813,0.45,-9999.000,1.86,1.27,0.17,0.04,1380.833,1.09
SRS3,2017-06-19,8:40,0.2,52.467,0.81,-9999.000,1.46,0.24,0.05,0.02,1135.833,0.19
SRS3,2017-07-18,9:05,0.2,47.781,0.87,-9999.000,0.87,0.27,0.09,0.01,1190.083,-9999.00
SRS3,2017-08-11,9:30,0.2,53.249,1.00,-9999.000,0.68,0.16,0.08,0.05,1148.083,-9999.00
SRS3,2017-09-29,10:40,0.2,36.989,1.27,-9999.000,0.73,0.24,0.08,-9999.00,3426.500,-9999.00
SRS3,2017-10-10,10:50,0.2,37.797,0.83,-9999.000,0.63,0.23,0.06,0.03,3319.833,-9999.00
SRS3,2017-11-07,9:10,0.2,37.739,0.34,-9999.000,0.73,0.26,0.01,0.04,928.250,-9999.00
SRS3,2017-12-05,9:50,0.2,39.417,0.38,-9999.000,0.69,3.14,0.08,0.03,1040.833,-9999.00
SRS3,2018-01-09,9:20,0.2,60.834,0.55,-9999.000,0.99,0.46,0.04,0.03,1125.833,-9999.00
SRS4,2017-01-11,10:40,2.4,56.451,0.43,-9999.000,4.27,2.97,0.33,0.20,1439.167,2.64
SRS4,2017-02-08,10:15,4.0,63.484,0.40,-9999.000,3.78,2.08,0.33,0.19,1402.500,1.75
SRS4,2017-03-01,9:30,11.1,56.062,0.54,-9999.000,2.40,1.81,0.39,0.62,1392.500,1.42
SRS4,2017-04-04,9:15,19.1,43.393,0.57,-9999.000,3.19,0.78,0.57,1.46,1177.500,0.21
SRS4,2017-05-10,9:15,16.7,42.270,0.53,-9999.000,4.63,1.26,0.66,1.11,1174.167,0.60
SRS4,2017-06-13,9:35,10.4,43.664,0.73,-9999.000,3.58,0.57,0.34,0.53,1337.500,0.23
SRS4,2017-07-11,9:20,1.9,44.359,0.45,-9999.000,1.08,0.46,0.14,0.10,1222.250,-9999.00
SRS4,2017-08-09,9:20,0.4,63.759,0.71,-9999.000,1.33,0.32,0.11,0.05,1157.333,-9999.00
SRS4,2017-10-06,10:00,0.3,36.116,0.59,-9999.000,1.89,0.36,0.09,0.04,3029.500,-9999.00
SRS4,2017-11-01,10:40,0.5,48.223,0.45,-9999.000,2.25,0.67,0.02,0.05,865.250,-9999.00
SRS4,2017-12-07,10:25,0.3,35.899,0.52,-9999.000,1.12,0.57,0.04,0.03,1020.000,-9999.00
SRS4,2018-01-11,9:50,1.0,61.494,0.47,-9999.000,1.97,1.22,0.05,0.01,1172.500,1.17
SRS5,2017-01-11,11:20,8.0,54.581,0.54,-9999.000,1.61,3.35,0.43,0.55,1295.833,2.91
SRS5,2017-02-08,11:20,17.1,39.045,0.47,-9999.000,2.26,1.88,0.64,1.00,1018.333,1.25
SRS5,2017-03-01,10:30,18.7,44.022,0.57,-9999.000,2.48,1.21,0.58,0.94,1150.000,0.62
SRS5,2017-04-04,10:10,31.1,29.317,0.54,-9999.000,1.49,0.85,0.29,0.50,762.583,0.56
SRS5,2017-05-10,10:00,22.9,44.163,0.69,-9999.000,3.46,2.06,0.58,0.73,1150.833,1.48
SRS5,2017-06-13,19:12,13.8,38.770,0.85,-9999.000,2.55,1.90,0.59,0.74,1260.000,1.31
SRS5,2017-07-11,10:10,5.4,43.918,0.69,-9999.000,1.51,1.61,0.25,0.26,1219.250,1.36
SRS5,2017-08-09,10:20,2.1,51.762,0.63,-9999.000,1.08,1.43,0.18,0.12,1220.333,1.25
SRS5,2017-10-06,11:00,3.8,47.938,1.26,-9999.000,2.11,0.75,0.16,0.26,3573.167,-9999.00
SRS5,2017-11-01,11:40,0.8,41.964,0.59,-9999.000,1.31,0.74,0.04,0.09,904.917,-9999.00
SRS5,2017-12-07,11:10,1.4,38.290,0.63,-9999.000,0.86,0.97,0.07,0.10,1020.000,-9999.00
SRS5,2018-01-11,11:40,10.0,52.199,0.85,-9999.000,1.58,0.92,0.32,0.56,1050.833,-9999.00
SRS6,2017-01-11,11:50,22.5,31.009,0.60,-9999.000,1.93,1.62,0.44,0.85,768.333,1.18
SRS6,2017-02-08,12:10,26.9,24.404,0.62,-9999.000,1.33,1.30,0.34,0.54,603.000,0.95
SRS6,2017-03-01,11:30,28.8,28.843,0.61,-9999.000,1.36,0.87,0.29,0.39,664.667,0.58
SRS6,2017-04-04,11:10,34.4,23.540,0.44,-9999.000,1.95,2.23,0.33,0.33,508.750,1.90
SRS6,2017-05-10,10:50,30.7,28.312,0.58,-9999.000,1.70,1.40,0.33,0.33,687.750,1.06
SRS6,2017-06-13,10:30,23.4,33.639,0.80,-9999.000,4.04,5.32,0.76,0.82,865.833,4.56
SRS6,2017-07-11,10:47,22.9,37.927,0.71,-9999.000,3.33,1.93,0.58,0.86,854.750,1.34
SRS6,2017-08-09,10:50,19.3,37.940,0.70,-9999.000,3.84,1.40,0.59,0.97,929.250,0.81
SRS6,2017-10-06,13:00,8.8,42.163,1.43,-9999.000,3.27,1.22,0.29,0.50,3599.833,0.93
SRS6,2017-11-01,12:25,8.0,46.094,1.07,-9999.000,4.16,2.84,0.39,0.55,790.583,2.45
SRS6,2017-12-07,11:30,14.4,33.296,1.05,-9999.000,3.75,3.03,0.53,0.91,818.750,2.50
SRS6,2018-01-11,11:40,20.7,33.698,0.91,-9999.000,3.71,1.26,0.51,0.91,710.167,0.75
