SITENAME,DATE,TIME,SALINITY,TN,TP,TOC,NH4,N&N,NO2,SRP,DOC,NO3
TS/PH3,2015-07-29,09:34,0.0,68.786,0.23,-9999.000,2.90,0.48,0.14,0.05,1505.417,0.35
TS/PH3,2015-08-25,09:53,0.0,40.832,0.27,-9999.000,4.17,0.31,0.09,0.13,1037.083,0.22
TS/PH3,2015-09-24,10:45,0.0,44.425,0.15,-9999.000,2.28,0.42,0.08,0.03,701.417,0.33
TS/PH3,2015-10-22,09:51,0.0,44.513,0.16,-9999.000,1.44,0.41,0.05,0.04,925.833,0.36
TS/PH3,2015-11-19,09:25,0.0,40.261,0.13,-9999.000,4.25,0.39,0.07,0.11,811.500,0.32
TS/PH3,2015-12-17,09:15,0.0,34.947,0.16,-9999.000,3.29,0.39,0.07,0.05,699.000,0.32
TS/PH3,2016-01-21,10:00,0.0,34.576,0.13,-9999.000,4.45,0.80,0.07,0.05,545.750,0.73
TS/PH3,2016-02-18,09:48,0.0,34.432,0.14,-9999.000,2.06,0.41,0.05,0.02,670.750,0.35
TS/PH3,2016-03-17,10:20,0.0,57.134,0.16,-9999.000,7.49,0.95,0.12,0.04,734.333,0.83
TS/PH3,2016-04-19,09:20,0.0,66.933,0.21,-9999.000,4.50,0.82,0.20,0.10,791.333,0.62
TS/PH3,2016-05-17,10:55,0.0,79.437,0.34,-9999.000,3.03,0.21,0.10,0.10,1140.000,0.11
TS/PH3,2016-06-29,09:39,0.0,31.264,0.16,-9999.000,1.69,0.79,0.07,0.00,687.583,0.71
TS/PH3,2016-07-19,09:20,0.0,54.115,0.22,-9999.000,6.78,3.58,0.06,0.03,1099.167,3.52
TS/PH3,2016-08-16,12:00,0.0,52.190,0.18,-9999.000,7.21,0.40,0.11,0.09,742.917,0.30
TS/PH3,2016-09-15,09:55,0.0,39.766,0.12,-9999.000,4.08,0.31,0.08,0.06,678.167,0.23
TS/PH3,2016-10-17,08:50,0.2,42.837,0.15,-9999.000,4.00,2.27,0.12,0.04,673.667,2.15
TS/PH3,2016-11-17,09:45,0.2,40.633,0.12,-9999.000,6.10,1.05,0.11,0.00,787.500,0.94
TS/PH3,2016-12-12,09:30,0.2,63.732,0.13,-9999.000,28.94,1.05,0.17,0.00,846.667,0.88
TS/PH3,2017-01-04,09:50,0.3,104.710,0.34,-9999.000,38.10,0.25,0.06,0.01,824.917,0.19
TS/PH3,2017-02-08,12:20,0.3,126.080,0.12,-9999.000,66.33,0.91,0.17,0.00,965.833,0.74
TS/PH3,2017-03-16,09:30,0.3,119.395,0.30,-9999.000,63.93,8.63,0.08,0.03,1042.500,8.55
TS/PH3,2017-06-15,11:20,0.2,63.342,0.48,-9999.000,1.18,0.45,0.08,0.00,1070.833,0.37
TS/PH3,2017-07-20,08:39,0.2,40.368,0.19,-9999.000,1.48,0.29,0.07,0.01,749.750,0.22
TS/PH3,2017-08-08,08:00,0.2,65.584,0.41,-9999.000,1.61,0.20,0.05,0.00,893.333,0.16
TS/PH3,2017-09-22,10:45,0.2,36.308,0.76,-9999.000,1.41,0.14,0.06,0.00,741.333,0.08
TS/PH3,2017-10-12,08:43,0.2,40.828,0.43,-9999.000,1.85,0.26,0.07,-9999.00,661.000,0.19
TS/PH3,2017-11-14,09:10,0.2,47.259,0.27,-9999.000,5.52,0.51,0.11,0.02,598.750,0.40
TS/PH3,2017-12-13,08:51,0.2,75.144,0.23,-9999.000,31.48,0.75,0.09,0.01,669.500,0.66
