SITENAME,DATE,SALINITY,TN,TP
TS/Ph5,2005-23-09,0,22.219,0.10
TS/Ph5,2005-26-09,0,20.115,0.14
TS/Ph5,2005-29-09,0,27.341,0.12
TS/Ph5,2005-02-10,0,19.883,0.19
TS/Ph5,2005-05-10,0,21.314,0.12
TS/Ph5,2005-08-10,0,20.949,0.12
TS/Ph5,2005-11-10,0,25.513,0.12
TS/Ph5,2005-13-10,0,28.019,0.13
TS/Ph5,2005-16-10,0,21.152,0.17
TS/Ph5,2005-19-10,0,20.069,0.18
TS/Ph5,2005-22-10,0,23.810,0.14
TS/Ph5,2005-25-10,0,23.316,0.29
TS/Ph5,2005-11-11,0,17.271,0.19
TS/Ph5,2005-14-11,0,16.769,0.17
TS/Ph5,2005-17-11,0,18.694,0.18
TS/Ph5,2005-20-11,0,20.550,0.17
TS/Ph5,2005-23-11,0,16.913,0.17
TS/Ph5,2005-26-11,0,17.238,0.20
TS/Ph5,2005-29-11,0,17.085,0.19
TS/Ph5,2005-02-12,0,20.132,0.22
TS/Ph5,2005-04-12,0,17.145,0.19
TS/Ph5,2005-08-12,0,12.760,0.13
TS/Ph5,2005-11-12,0,16.691,0.16
TS/Ph5,2005-14-12,0,11.297,0.17
TS/Ph5,2005-17-12,0,13.156,0.16
TS/Ph5,2005-20-12,0,13.611,0.15
TS/Ph5,2005-23-12,0,13.926,0.16
TS/Ph5,2005-26-12,0,14.565,0.17
TS/Ph5,2005-29-12,0,16.022,0.22
TS/Ph5,2006-01-01,0,16.879,0.18
TS/Ph5,2006-04-01,0,15.988,0.22
TS/Ph5,2006-07-01,0,18.905,0.21
TS/Ph5,2006-09-01,0,20.864,0.21
TS/Ph5,2006-12-01,0,25.471,0.35
TS/Ph5,2006-15-01,0,30.639,0.38
TS/Ph5,2006-18-01,0,33.132,0.39
TS/Ph5,2006-21-01,0,29.665,0.45
TS/Ph5,2006-23-01,0,30.232,0.34
TS/Ph5,2006-19-02,0,69.599,0.38
TS/Ph5,2006-22-02,0,85.941,0.35
TS/Ph5,2006-25-02,0,107.169,0.39
TS/Ph5,2006-28-02,0,95.631,0.44
TS/Ph5,2006-03-03,0,164.648,0.56
TS/Ph5,2006-06-03,0,112.960,0.44
TS/Ph5,2006-03-07,0,33.446,0.24
TS/Ph5,2006-06-07,0,37.752,0.27
TS/Ph5,2006-09-07,0,27.876,0.28
TS/Ph5,2006-12-07,0,22.514,0.26
TS/Ph5,2006-15-07,0,19.304,0.21
TS/Ph5,2006-18-07,0,27.300,0.23
TS/Ph5,2006-21-07,0,20.199,0.28
TS/Ph5,2006-24-07,0,18.100,0.28
TS/Ph5,2006-26-07,0,28.969,0.30
TS/Ph5,2006-30-07,0,21.066,0.14
TS/Ph5,2006-02-08,0,21.514,0.15
TS/Ph5,2006-05-08,0,20.562,0.16
TS/Ph5,2006-19-08,0,22.565,0.47
TS/Ph5,2006-22-08,0,19.203,0.27
TS/Ph5,2006-25-08,0,20.240,0.25
TS/Ph5,2006-28-08,0,19.759,0.25
TS/Ph5,2006-31-08,0,18.018,0.27
TS/Ph5,2006-03-09,0,16.139,0.24
TS/Ph5,2006-06-09,0,16.431,0.25
TS/Ph5,2006-09-09,0,17.730,0.25
TS/Ph5,2006-12-09,0,18.557,0.24
TS/Ph5,2006-15-09,0,19.139,0.27
TS/Ph5,2006-18-09,0,20.188,0.26
TS/Ph5,2006-19-09,0,17.926,0.33
TS/Ph5,2006-22-09,0,30.404,0.17
TS/Ph5,2006-25-09,0,32.307,0.19
TS/Ph5,2006-28-09,0,29.991,0.18
TS/Ph5,2006-01-10,0,29.758,0.16
TS/Ph5,2006-04-10,0,31.500,0.22
TS/Ph5,2006-07-10,0,34.742,0.26
TS/Ph5,2006-10-10,0,38.304,0.10
TS/Ph5,2006-11-10,0,41.560,0.09
TS/Ph5,2006-14-10,0,25.226,0.13
TS/Ph5,2006-17-10,0,24.289,0.12
TS/Ph5,2006-20-10,0,25.519,0.15
TS/Ph5,2006-23-10,0,27.351,0.14
TS/Ph5,2006-26-10,0,28.209,0.17
TS/Ph5,2006-29-10,0,28.352,0.17
TS/Ph5,2006-01-11,0,29.524,0.17
TS/Ph5,2006-04-11,0,28.065,0.19
TS/Ph5,2006-07-11,0,30.697,0.18
TS/Ph5,2006-10-11,0,28.119,0.21
TS/Ph5,2006-13-11,0,29.529,0.22
TS/Ph5,2006-18-11,0,33.925,0.14
TS/Ph5,2006-21-11,0,36.032,0.14
TS/Ph5,2006-24-11,0,24.076,0.15
TS/Ph5,2006-27-11,0,39.217,0.17
TS/Ph5,2006-30-11,0,40.133,0.18
