Collection Date,MON,YEAR,WY MON,WY,WY2,Station Num,Station ID,Station ID 2,Region,ZSI,"Season 1=wet, 2=dry",TEMP_S oC,SP COND uS/cm,SALT_S ppt,"PH, FIELD",DO_S mg/l,%SAT_S,TURB NTU,CNOx-N um/l,CNO2-N um/l,CNH4-N um/l,TN um/l,TN mg/l,DIN um/l,TON um/l,CTP-P um/l,CPO4-P um/l,TOC um/l,CHL-A ug/l,CHL-A ug/l (LC),PHAEO-A ug/l (LC),APA,CHL-B ug/l (LC),SiO2,SALT_B ppt,TEMP_B oC,DO_B mg/l,%SAT_B,SECCHI DISK DEPTH
3/4/2015,3,2015,11,2015,2015,75,TTI75,TTI75C,TTI,BLK,2,24.7,48997,32,7.1,3.26,,17.9,4.068522484,0.214132762,3.997144897,33.19057816,0.465,8.06566738,25.12491078,2.066515983,0.548918308,349.7085762,4.22,3.9,0.205,,0.405,,,,,,0.5
5/13/2015,5,2015,1,2016,2016,75,TTI75,TTI75,TTI,BLK,1,27.6,54200,35.8,7.6,4.42,,6.5,1.498929336,0.142755175,1.641684511,37.83012134,0.53,3.140613847,34.68950749,1.679044236,0.742654181,358.0349709,3.08,3.08,0.092,,0.309,,,,,,0.7
5/13/2015,5,2015,1,2016,2016,75,TTI75,TTI75B,TTI,BLK,1,27.6,54367,35.9,7.6,4.55,,8,1.713062099,0.071377587,2.141327623,36.11705924,0.506,3.854389722,32.26266952,1.614465612,0.613496933,299.7502082,2.1,2.1,0.098,,0.188,,,,,,1.1
5/13/2015,5,2015,1,2016,2016,75,TTI75,TTI75C,TTI,BLK,1,28,54816,36.2,7.6,4.78,,7,1.855817273,0.214132762,2.426837973,38.18700928,0.535,4.282655246,33.90435403,1.775912173,0.710364869,341.3821815,2.87,2.87,0.1,,0.297,,,,,,0.65
7/8/2015,7,2015,3,2016,2016,75,TTI75,TTI75,TTI,BLK,1,28.1,52776,34.7,7.7,3.51,,8.5,0.856531049,0.142755175,1.070663812,31.834404,0.446,1.927194861,29.90720914,1.808201485,0.548918308,474.6044963,6.71,6.71,0.194,,-0.071,,,,,,0.7
7/8/2015,7,2015,3,2016,2016,75,TTI75,TTI75B,TTI,BLK,1,28.1,52526,34.5,7.7,3.81,,10.3,0.642398287,0.142755175,0.927908637,39.90007138,0.559,1.570306924,38.32976445,1.905069422,0.548918308,491.2572856,8.82,8.82,0.219,,-0.071,,,,,,0.6
7/8/2015,7,2015,3,2016,2016,75,TTI75,TTI75C,TTI,BLK,1,28.6,5751,34.7,7.8,4.01,,5,0.713775874,0.071377587,0.499643112,31.04925054,0.435,1.213418986,29.83583155,1.743622861,0.452050371,449.6253122,7,7,0.156,,-0.071,,,,,,0.7
9/9/2015,9,2015,5,2016,2016,75,TTI75,TTI75,TTI,BLK,1,30.3,36627,23,7.4,1.99,,6.6,1.427551749,0.499643112,6.423982869,63.81156317,0.894,7.851534618,55.96002855,2.227962544,1.033257992,1248.959201,3.8,3.8,0.178,,0.265,,,,,,0.8
9/9/2015,9,2015,5,2016,2016,75,TTI75,TTI75B,TTI,BLK,1,30.6,41790,26.6,7.5,2.17,,8.5,3.497501784,0.5710207,7.494646681,51.89150607,0.727,10.99214847,40.8993576,1.937358734,1.033257992,766.0283097,3.2,3.2,0.203,,0.26,,,,,,0.8
9/9/2015,9,2015,5,2016,2016,75,TTI75,TTI75C,TTI,BLK,1,30.8,43125,27.6,7.6,2.46,,8.2,2.78372591,0.499643112,7.137758744,51.46324054,0.721,9.921484654,41.54175589,1.969648046,1.033257992,774.3547044,2.61,2.61,0.172,,0.242,,,,,,0.5
11/4/2015,11,2015,7,2016,2016,75,TTI75,TTI75,TTI,BLK,2,28.8,39007,26,7.4,3.29,,5.4,1.784439686,0.356887937,3.426124197,56.53104925,0.792,5.210563883,51.32048537,1.5821763,0.710364869,1115.736886,3.86,3.86,0.135,,0.43,,,,,,0.6
11/4/2015,11,2015,7,2016,2016,75,TTI75,TTI75B,TTI,BLK,2,29,43522,27.8,7.5,3.72,,4.9,3.640256959,0.499643112,4.425410421,48.75089222,0.683,8.06566738,40.68522484,1.5821763,0.774943494,757.7019151,3.59,3.59,0.164,,0.66,,,,,,0.6
11/4/2015,11,2015,7,2016,2016,75,TTI75,TTI75C,TTI,BLK,2,29.1,45840,29.6,7.4,2.73,,12.1,2.426837973,0.356887937,6.281227695,56.60242684,0.793,8.708065667,47.89436117,2.227962544,0.807232806,774.3547044,6.22,6.22,0.279,,0.663,,,,,,0.4
1/24/2017,1,2017,9,2017,2017,75,TTI75,TTI75,TTI,BLK,2,21.4,52351,34.5,7.6,5.7,,11.9,1.570306924,0.214132762,2.212705211,29.97858672,0.42,3.783012134,26.19557459,1.87278011,0.774943494,383.0141549,3.12,,0.179,,,,,,,,0.5
3/7/2017,3,2017,11,2017,2017,75,TTI75,TTI75,TTI,BLK,2,21.6,54887,36.7,7.7,6.84,,8.4,0.178443969,0.071377587,0.356887937,24.55389008,0.344,0.535331906,24.01855817,1.29157249,0.419761059,349.7085762,2.48,,0.062,,,,,,,,0.7
5/10/2017,5,2017,1,2018,2018,75,TTI75,TTI75,TTI,BLK,1,28.7,55770,36.8,7.7,6.05,,6.7,0.178443969,0.071377587,0.356887937,29.83583155,0.418,0.535331906,29.30049964,1.485308363,0.516628996,391.3405495,3.76,,0.096,,,,,,,,0.7
7/19/2017,7,2017,3,2018,2018,75,TTI75,TTI75,TTI,BLK,1,30.6,34249,21.4,7.5,3.26,,5.4,1.142041399,0.356887937,3.06923626,50.10706638,0.702,4.211277659,45.89578872,2.16338392,0.839522118,882.5978351,5.48,,0.372,,,,,,,,0.6
9/6/2017,9,2017,5,2018,2018,75,TTI75,TTI75,TTI,BLK,1,29.1,17148,9.39,7.4,2.83,,7.2,1.142041399,0.28551035,3.06923626,51.96288365,0.728,4.211277659,47.751606,2.131094608,0.807232806,982.5145712,6.45,,0.395,,,,,,,,0.5
11/15/2017,11,2017,7,2018,2018,75,TTI75,TTI75,TTI,BLK,2,23.6,46900,30.5,7.8,6.76,,6.7,0.178443969,0.071377587,0.178443969,41.82726624,0.586,0.356887937,41.4703783,2.970616726,1.259283177,591.1740216,11.8,,0.571,,,,,,,,0.6
1/10/2018,1,2018,9,2018,2018,75,TTI75,TTI75,TTI,BLK,2,17.9,52890,34.9,8,7.82,,3.3,0.178443969,0.071377587,0.428265525,24.9821556,0.35,0.606709493,24.37544611,1.453019051,0.774943494,316.4029975,1.71,,0.082,,,,,,,,1.1
3/21/2018,3,2018,11,2018,2018,75,TTI75,TTI75,TTI,BLK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2015,11,2015,7,2016,2016,75,TTI75B,TTI75B,TTI,BLK,2,29,43522,27.8,7.5,3.72,,4.9,3.640256959,0.499643112,4.425410421,48.75089222,0.683,8.06566738,40.68522484,1.5821763,0.774943494,757.7019151,3.59,,0.164,,,,,,,,0.6
1/24/2017,1,2017,9,2017,2017,75,TTI75B,TTI75B,TTI,BLK,2,21.2,52467,34.6,7.7,5.53,,15,1.641684511,0.214132762,1.784439686,29.69307637,0.416,3.426124197,26.26695218,2.066515983,0.645786245,308.0766028,2.91,,0.238,,,,,,,,0.7
3/7/2017,3,2017,11,2017,2017,75,TTI75B,TTI75B,TTI,BLK,2,21.4,54754,36.5,7.8,7.36,,7.8,0.178443969,0.071377587,0.356887937,23.48322627,0.329,0.535331906,22.94789436,1.259283177,0.322893122,308.0766028,2.73,,0.073,,,,,,,,0.8
5/10/2017,5,2017,1,2018,2018,75,TTI75B,TTI75B,TTI,BLK,1,27.8,55668,36.5,7.7,5.26,,8.3,0.999286224,0.071377587,0.856531049,29.76445396,0.417,1.855817273,27.90863669,1.646754924,0.516628996,349.7085762,3.44,,0.112,,,,,,,,0.7
7/19/2017,7,2017,3,2018,2018,75,TTI75B,TTI75B,TTI,BLK,1,31,38859,24.5,7.7,3.87,,4.8,1.570306924,0.356887937,3.140613847,42.54104211,0.596,4.710920771,37.83012134,1.840490798,0.710364869,674.4379684,5.3,,0.325,,,,,,,,0.5
9/6/2017,9,2017,5,2018,2018,75,TTI75B,TTI75B,TTI,BLK,1,29.8,24144,13.9,7.6,3.47,,12.5,2.426837973,0.356887937,3.640256959,48.10849393,0.674,6.067094932,42.041399,2.098805295,0.678075557,774.3547044,6.77,,0.503,,,,,,,,0.6
11/15/2017,11,2017,7,2018,2018,75,TTI75B,TTI75B,TTI,BLK,2,23.8,47843,30.8,7.8,7.02,,6.8,0.178443969,0.071377587,0.785153462,38.11563169,0.534,0.96359743,37.15203426,2.45398773,0.968679367,482.9308909,10.4,,0.446,,,,,,,,0.8
1/10/2018,1,2018,9,2018,2018,75,TTI75B,TTI75B,TTI,BLK,2,17.7,52710,34.8,8,8.11,,3.8,0.178443969,0.071377587,0.356887937,23.76873662,0.333,0.535331906,23.23340471,1.323861802,0.710364869,316.4029975,1.26,,0.059,,,,,,,,1.2
3/21/2018,3,2018,11,2018,2018,75,TTI75B,TTI75B,TTI,BLK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2015,11,2015,7,2016,2016,75,TTI75C,TTI75C,TTI,BLK,2,29.1,45840,29.6,7.4,2.73,,12.1,2.426837973,0.356887937,6.281227695,56.60242684,0.793,8.708065667,47.89436117,2.227962544,0.807232806,774.3547044,6.22,,0.279,,,,,,,,0.4
1/24/2017,1,2017,9,2017,2017,75,TTI75C,TTI75C,TTI,BLK,2,21.4,52783,34.8,7.7,5.94,,10.1,1.713062099,0.214132762,1.927194861,25.62455389,0.359,3.640256959,21.98429693,1.5821763,0.613496933,283.0974188,2.49,,0.126,,,,,,,,0.7
3/7/2017,3,2017,11,2017,2017,75,TTI75C,TTI75C,TTI,BLK,2,21.4,55105,36.3,7.9,6.85,,10.7,0.178443969,0.071377587,0.927908637,27.12348323,0.38,1.106352605,26.01713062,1.614465612,0.419761059,383.0141549,2.58,,0.096,,,,,,,,0.6
5/10/2017,5,2017,1,2018,2018,75,TTI75C,TTI75C,TTI,BLK,1,27.8,55702,36.9,7.7,5.44,,4.5,0.428265525,0.142755175,0.178443969,28.05139186,0.393,0.606709493,27.44468237,1.420729738,0.516628996,333.0557868,3.47,,0.076,,,,,,,,0.6
7/19/2017,7,2017,3,2018,2018,75,TTI75C,TTI75C,TTI,BLK,1,31.1,38023,24,7.6,3.96,,6.3,1.070663812,0.28551035,2.355460385,45.11063526,0.632,3.426124197,41.68451106,2.001937359,0.58120762,724.3963364,9.26,,0.421,,,,,,,,0.5
9/6/2017,9,2017,5,2018,2018,75,TTI75C,TTI75C,TTI,BLK,1,30,23355,14,7.6,3.63,,9.5,1.998572448,0.356887937,3.711634547,52.46252677,0.735,5.710206995,46.75231977,2.131094608,0.548918308,799.3338884,8.83,,0.484,,,,,,,,0.5
11/15/2017,11,2017,7,2018,2018,75,TTI75C,TTI75C,TTI,BLK,2,23.6,48143,31.4,7.8,6.39,,11.5,0.178443969,0.071377587,0.499643112,42.18415418,0.591,0.678087081,41.50606709,3.03519535,1.097836616,532.889259,12.3,,0.72,,,,,,,,0.5
1/10/2018,1,2018,9,2018,2018,75,TTI75C,TTI75C,TTI,BLK,2,18,52901,35,8,8.25,,3.9,0.178443969,0.071377587,0.713775874,24.55389008,0.344,0.892219843,23.66167024,1.517597675,0.807232806,324.7293922,2.04,,0.068,,,,,,,,1.3
3/21/2018,3,2018,11,2018,2018,75,TTI75C,TTI75C,TTI,BLK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2002,1,2002,9,2002,2002,76,TTI76,TTI76,TTI,BLK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2002,2,2002,10,2002,2002,76,TTI76,TTI76,TTI,BLK,2,21.74,,30.45,,6.06,82.4296998,6.18,0.083,0.0825,0.214285714,10.3865127,0.145515043,0.296785714,10.08972699,1.264,0.290322581,615,2.958,,,0.04,,,30.6,21.72,6.12,83.31,
3/20/2002,3,2002,11,2002,2002,76,TTI76,TTI76,TTI,BLK,2,26.59,,33.45,,6.09,89.28116954,5.62,0.286,0.071428571,0.428571429,43.61483428,0.611043828,0.714285714,42.90054857,1.774193548,0.64516129,590,3.64,,,0.04,,,33.41,26.24,2.96,43.24,
4/11/2002,4,2002,12,2002,2002,76,TTI76,TTI76,TTI,BLK,2,25.91,,37.73,,6.08,91.00211664,15.82,0.305,0.0525,0.5925,16.13213358,0.226011191,0.8975,15.23463358,1.411505,0.3275,509.375,1.857,,,0.037,,96.702,37.75,25.8,5.98,89.42,
5/23/2002,5,2002,1,2003,2003,76,TTI76,TTI76,TTI,BLK,1,25.58,,36.99,7.88,5.9,87.59959574,13.6,0.038,0.03175,0.39075,8.714420779,0.122089035,0.42825,8.286170779,1.80675,0.042,737.875,1.25,,,0.079,,,37.22,25.32,5.82,86.31,
6/18/2002,6,2002,2,2003,2003,76,TTI76,TTI76,TTI,BLK,1,28.34,,23.44,7.68,4.74,66.26879461,2.65,1.828,0.26,2.84175,27.90701206,0.390977239,4.66925,23.23776206,1.835,0.17125,838.5416667,7.27,,,0.053,,,23.43,28.2,4.49,62.69,
7/24/2002,7,2002,3,2003,2003,76,TTI76,TTI76,TTI,BLK,1,32.21,,13.43,7.9,5.16,69.78775534,5.37,0.379,0.163,0.556,15.02539431,0.210505774,0.935,13.75989431,1.2655,0.2025,1464.166667,0.981,,,0.059,,,12.53,31.28,4.35,58.14,
8/16/2002,8,2002,4,2003,2003,76,TTI76,TTI76,TTI,BLK,1,30.22,,29.98,7.6,4.8,70.96240396,6.86,0.942,0.05623075,0.136,46.81828345,0.655924151,1.07845,44.72078345,2.0975,0.15,912.2916667,9.274,,,0.121,,88.372,22.04,30.54,2.81,39.63,
9/20/2002,9,2002,5,2003,2003,76,TTI76,TTI76,TTI,BLK,1,30.25,,8.49,7.9,5.03,65.06396461,4,0.692,0.22675,2.338,29.46611406,0.412820258,3.02975,28.60961406,0.8565,0.2645,1054.375,8.375,,,0.079,,,11.26,29.87,4.45,58.39,
10/3/2002,10,2002,6,2003,2003,76,TTI76,TTI76,TTI,BLK,1,30.16,,14.2,7.69,5.45,72.99624617,7.52,0.676,0.033825,2.6556,87.66794725,1.228227941,3.332,84.33594725,1.157725,0.5693,738.125,7.869,,,0.106,,94.744,18.06,30.11,4.03,55.27,
11/14/2002,11,2002,7,2003,2003,76,TTI76,TTI76,TTI,BLK,2,22.22,,19.8,7.89,6.37,81.31185428,7.4,1.106,0.046275,0.2437,49.08017782,0.687613291,1.349425,47.73075282,1.2255795,0.1115,1043.333333,4.578,,,0.045,,,24.06,21.4,6.54,84.9,
12/12/2002,12,2002,8,2003,2003,76,TTI76,TTI76,TTI,BLK,2,23.9,,25.13,7.68,5.32,71.82447279,3.66,0.857,0.1172,1.0671,16.39026881,0.229627666,1.9239,14.46636881,0.961225,0.4106,595.0208333,3.291,,,0.045,,,25.82,23.92,4.97,67.42,
1/16/2003,1,2003,9,2003,2003,76,TTI76,TTI76,TTI,BLK,2,17.3,,24.36,8.03,7.43,90.68907779,4.27,1.487,0.152,3.0497,18.96458549,0.265693843,4.536825,14.42776049,0.7316,0.266325,766.4791667,1.663,,,0.035,,67.201,24.5,17.53,7.41,90.89,
2/21/2003,2,2003,10,2003,2003,76,TTI76,TTI76,TTI,BLK,2,23.6,,35.13,8.2,5.18,74.36287284,5.65,0.274,0.0762425,3.95477375,25.91078413,0.363010086,4.22884775,21.68193638,0.77375,0.16755425,1082.083333,5.157,,,0.037,,,33.96,23.53,4.75,67.62,
3/13/2003,3,2003,11,2003,2003,76,TTI76,TTI76,TTI,BLK,2,26.69,,33.04,7.69,4.56,66.74010615,8.86,0.338,0.14345,5.7405,26.39863185,0.369844832,6.078275,20.32035685,1.168225,0.243425,494.7916667,3.243,,,0.053,,,33.01,26.52,4.52,66.03,
4/2/2003,4,2003,12,2003,2003,76,TTI76,TTI76,TTI,BLK,2,20.89,,27.19,7.74,7.11,93.5538269,3.87,0.857,0.25575,3.4385,40.97928027,0.574119717,4.2955,39.71328027,1.266,0.863,1238.541667,1.82,,,0.037,,116.641,27.22,20.91,6.52,85.83,
5/14/2003,5,2003,1,2004,2004,76,TTI76,TTI76,TTI,BLK,1,29.39,,31.22,7.72,4.14,61.30404674,10.18,0.211,0.125,0.32125,42.62372448,0.59715838,0.532,41.44579948,1.177925,0.49125,902.0833333,8.198,,,0.036,,,31.22,29.39,4.04,59.82,
6/11/2003,6,2003,2,2004,2004,76,TTI76,TTI76,TTI,BLK,1,30.26,,23.64,7.7,3.82,54.30334537,5.84,0.783,0.11235,1.100575,27.18448554,0.380854642,1.883425,25.90998554,1.2745,0.686,1052.708333,6.826,,,0.046,,,24.65,29.68,3.24,46.15,
7/3/2003,7,2003,3,2004,2004,76,TTI76,TTI76,TTI,BLK,1,30.54,,8.11,7.54,3.58,46.30381666,2.24,0.277,0.241425,2.049875,32.75400995,0.458883679,2.32665,31.70675995,1.04725,0.479925,1651.458333,5.01,,,0.134,,91.501,10.84,30.44,3.66,48.11,
8/27/2003,8,2003,4,2004,2004,76,TTI76,TTI76,TTI,BLK,1,31.21,,7.11,7.77,4.09,52.83904591,4.94,0.695,0.47075,1.93525,35.73181175,0.500602683,2.630375,34.83761175,0.8942,0.1465,966.875,7.184,,,0.09,,,14.12,30.78,5.57,74.92,
9/19/2003,9,2003,5,2004,2004,76,TTI76,TTI76,TTI,BLK,1,31.62,,15.5,7.83,4.86,66.31769531,1.01,0.71,0.0909,4.500025,33.83192783,0.473985309,5.209825,32.91652783,0.9154,0.722025,1128.75,1.74,,,0.077,,,16.69,31.25,3.86,52.93,
10/16/2003,10,2003,6,2004,2004,76,TTI76,TTI76,TTI,BLK,1,29.01,,8.91,7.85,3.71,47.61883884,2.98,0.636,0.258,1.898,33.30022886,0.466536206,2.53425,32.20997886,1.09025,0.252,997.9166667,4.531,,,0.085,,88.029,9.5,29.23,3.77,48.66,
11/5/2003,11,2003,7,2004,2004,76,TTI76,TTI76,TTI,BLK,2,27.1,,16.41,7.69,4.75,62.79135534,3.42,0.938,0.15325,2.0915,31.77676672,0.445192502,3.02925,30.35251672,1.42425,0.3995,893.5416667,3.858,,,0.045,,,20.88,26.51,4.35,58.81,
12/3/2003,12,2003,8,2004,2004,76,TTI76,TTI76,TTI,BLK,2,19.27,,21.27,8.57,7.1,87.66794779,5.74,0.658,0.10075,0.8175,24.1636807,0.338533167,1.47525,23.4314307,0.73225,0.22225,761.2291667,2.892,,,0.034,,,22.78,18.77,7.29,90.21,
1/28/2004,1,2004,9,2004,2004,76,TTI76,TTI76,TTI,BLK,2,20.98,,18.67,8.07,5.36,66.74764406,4.38,2.591,0.2495,8.43175,44.41352054,0.622233423,11.023,42.98677054,1.42675,0.55475,1171.25,2.858,,,0.034,,56.663,20.03,21.14,5.46,68.76,
2/18/2004,2,2004,10,2004,2004,76,TTI76,TTI76,TTI,BLK,2,19.14,,22.74,8.07,7.3,90.84294135,8.89,0.65,0.16800625,3.5491,27.10785888,0.379781103,4.19875375,25.96203863,1.14582025,0.28010725,701.4166667,3.632,,,0.021,,,22.97,19.95,7.82,98.69,
3/10/2004,3,2004,11,2004,2004,76,TTI76,TTI76,TTI,BLK,2,23.32,,24.39,8.05,7.6,101.3967186,5.61,0.792,0.061825,4.375375,30.75802839,0.430919978,5.167575,29.86377839,0.89425,0.21075,670.1458333,3.891,,,0.037,,,24.52,23.39,7.3,97.56,
4/7/2004,4,2004,12,2004,2004,76,TTI76,TTI76,TTI,BLK,2,24.61,,32.66,7.83,5.7,81.46030092,2.53,0.302,0.044,0.8825,38.1930768,0.535085006,1.18475,37.4164543,0.7766225,0.371,426.1041667,2.535,,,0.037,,52.669,32.67,24.63,5.63,80.48,
5/26/2004,5,2004,1,2005,2005,76,TTI76,TTI76,TTI,BLK,1,28.44,,36.63,7.79,4.24,64.47088211,5.48,0.117,0.1165,0.15925,23.79263563,0.333334825,0.27575,22.62963563,1.163,0.16,424,2.128,,,0.051,,,36.75,27.5,3.31,49.97,
6/16/2004,6,2004,2,2005,2005,76,TTI76,TTI76,TTI,BLK,1,29.51,,36.34,7.84,5.17,79.12123086,7.72,0.11,0.02,0.181675,28.87709423,0.40456809,0.292075,27.82621923,1.050875,0.167775,529.9791667,5.493,,,0.049,,,36.36,29.26,4.7,71.8,
7/15/2004,7,2004,3,2005,2005,76,TTI76,TTI76,TTI,BLK,1,32.38,,33.4,8.43,5.15,78.8316849,8.66,0.2,0.0487,0.32135,25.03036362,0.350675394,0.521475,23.85673862,1.173625,0.129825,555.8333333,6.802,,,0.041,,135.504,33.45,32.4,5.02,76.87,
8/19/2004,8,2004,4,2005,2005,76,TTI76,TTI76,TTI,BLK,1,30.5,,17.81,7.51,2.23,30.62554931,3.82,1.763,0.335425,5.08725,26.50490725,0.371333751,6.850225,24.74648225,1.758425,0.32035,1415.625,6.577,,,0.091,,,18.25,30.52,2.15,29.61,
9/23/2004,9,2004,5,2005,2005,76,TTI76,TTI76,TTI,BLK,1,27.58,,15.96,7.56,3.76,49.79467898,7.51,1.892,0.34455,2.492775,24.34763146,0.341110317,4.38495,23.11263146,1.235,0.11505,859.5833333,5.896,,,0.067,,,19.65,28.71,3.03,41.5,
10/19/2004,10,2004,6,2005,2005,76,TTI76,TTI76,TTI,BLK,1,27.9,,24.1,7.51,4.89,68.38431434,4.58,1.011,0.17725,0.549,20.36803232,0.285356133,1.5595,19.26053232,1.1075,0.22175,827.9375,4.429,,,0.072,,61.518,24.92,27.47,4.79,67.07,
11/17/2004,11,2004,7,2005,2005,76,TTI76,TTI76,TTI,BLK,2,22.97,,28.89,7.68,5.46,74.68876748,5.14,1.031,0.3725,2.4675,35.67410191,0.499794168,3.49875,34.18035191,1.49375,0.14775,818.3958333,2.444,,,0.057,,,29.54,22.81,6.16,84.45,
12/9/2004,12,2004,8,2005,2005,76,TTI76,TTI76,TTI,BLK,2,25.84,,31.82,7.81,6.3,90.72789778,2.39,0.336,0.05275,0.177325,23.1275187,0.324016537,0.513225,14.3302187,8.7973,0.442175,586.5625,5.576,,,0.037,,,31.75,25.81,5.87,84.47,
1/21/2005,1,2005,9,2005,2005,76,TTI76,TTI76,TTI,BLK,2,16.82,,34.08,7.89,8.39,108.5040276,4.82,0.332,0.17195,1.006925,18.23895706,0.255527788,1.339175,17.23890706,1.00005,0.40595,500.8541667,2.207,,,0.033,,68.402,34.11,16.86,8.37,108.34,
2/15/2005,2,2005,10,2005,2005,76,TTI76,TTI76,TTI,BLK,2,20.02,,35.9,7.67,6.04,83.16554889,7.865,0.188,0.05435,0.3557,23.56969954,0.330211491,0.54345,22.62797454,0.941725,0.4025,457.9375,2.163,,,0.061,,,35.93,19.68,5.37,73.59,
3/17/2005,3,2005,11,2005,2005,76,TTI76,TTI76,TTI,BLK,2,25.21,,34.57,7.62,5.25,76.4525647,12.71,0.445,0.0762,1.0174,14.12614397,0.197907277,1.461975,11.25256897,2.873575,0.456175,563.75,5.251,,,0.061,,,34.17,25.22,5.16,74.96,
4/5/2005,4,2005,12,2005,2005,76,TTI76,TTI76,TTI,BLK,2,23.1,,32.94,7.97,7.82,110.0127805,10.26,0.225,0.03835,0.6932,23.86859108,0.334398961,0.918175,22.74874108,1.11985,0.289875,453.1875,2.673,,,0.06,,75.422,34.74,23.06,8.23,117.09,
5/17/2005,5,2005,1,2006,2006,76,TTI76,TTI76,TTI,BLK,1,27.29,,36.43,7.87,5.79,87.07009837,7.14,0.055,0.054625,0.402525,17.78226705,0.249129561,0.45715,15.85804205,1.924225,0.399225,409.125,3.69,,,0.075,,,37.09,27.16,5.69,85.83,
6/2/2005,6,2005,2,2006,2006,76,TTI76,TTI76,TTI,BLK,1,27.27,,37.39,7.87,5.37,81.23331987,10.82,0.069,0.0584,0.088575,31.61441018,0.442917887,0.1578,29.71673518,1.897675,0.220025,376.0625,12.422,,,0.052,,,37.79,27.78,4.86,74.03,
7/7/2005,7,2005,3,2006,2006,76,TTI76,TTI76,TTI,BLK,1,33.8,,10.1,7.66,5.55,74.2401505,6.11,0.881,0.32045,2.862575,43.72763423,0.612624156,3.744,42.40985923,1.317775,0.13555,1186.666667,10.013,,,0.11,,132.805,13.9,31.9,4.27,57.8,
8/2/2005,8,2005,4,2006,2006,76,TTI76,TTI76,TTI,BLK,1,32.4,,10.19,7.62,4.57,60.66303888,2.93,0.574,0.194225,1.0074,33.15436303,0.464492626,1.581475,31.70176303,1.4526,0.153775,1277.5,4.702,,,0.105,,,16.73,31.22,4.88,66.92,
9/9/2005,9,2005,5,2006,2006,76,TTI76,TTI76,TTI,BLK,1,32.13,,9.89,7.67,4.9,64.8105359,7.785,0.694,0.5165,2.334375,26.39173675,0.369748232,3.028575,25.13921175,1.252525,0.45025,1018.125,4.658,,,0.077,,,11.14,32.4,7.35,98.14,
10/18/2005,10,2005,6,2006,2006,76,TTI76,TTI76,TTI,BLK,1,28,,19.48,7.77,8.26,112.2909596,10.4,0.902,0.0257,0.48155,19.5407679,0.273766158,1.3837,18.2723679,1.2684,0.1669,808.4791667,7.009,,,0.061,,35.214,21.99,27.54,7.9,108.65,
11/11/2005,11,2005,7,2006,2006,76,TTI76,TTI76,TTI,BLK,2,24.5,,21.15,7.66,5.04,66.78375142,7.55,1.121,0.059975,0.994325,47.51979431,0.665752318,2.115075,46.01819431,1.5016,0.379775,691.5,6.048,,,0.064,,,23.33,24.73,5.01,67.51,
12/6/2005,12,2005,8,2006,2006,76,TTI76,TTI76,TTI,BLK,2,23.38,,26.64,7.76,6.42,86.98176391,4.53,0.916,0.102825,0.98525,19.01776288,0.266438858,1.901675,17.70601288,1.31175,0.51975,566.8541667,3.184,,,0.018,,,27.73,22.57,6.72,90.77,
1/6/2006,1,2006,9,2006,2006,76,TTI76,TTI76,TTI,BLK,2,20.89,,28.57,7.99,6.64,88.17126853,6.29,0.785,0.0877,1.848275,12.73899236,0.178473283,2.633,10.98799236,1.751,0.701775,636.7083333,2.458,,,0.043,,64.031,28.77,20.84,6.75,89.69,
2/2/2006,2,2006,10,2006,2006,76,TTI76,TTI76,TTI,BLK,2,23.35,,32.91,7.97,8.26,116.531902,6.17,0.315,0.1011,0.5613,20.36478698,0.285310666,0.876225,18.27666198,2.088125,0.89905,586.1875,3.162,,,0.089,,,32.99,23.3,7.82,110.32,
3/2/2006,3,2006,11,2006,2006,76,TTI76,TTI76,TTI,BLK,2,24.65,,30.24,7.92,7.72,108.6662325,7.76,0.468,0.11575,1.5505,23.38995387,0.327693254,2.01825,21.56595387,1.824,0.5935,505.9583333,3.692,,,0.064,,,30.2,24.64,7.56,106.37,
4/7/2006,4,2006,12,2006,2006,76,TTI76,TTI76,TTI,BLK,2,23.63,,37.1,7.85,6,87.27550861,3.27,0.098,0.0342,0.32945,40.79492482,0.571536897,0.427875,38.82692482,1.968,0.6507,595.0208333,1.683,,,0.091,,46.264,37.07,23.61,6.08,88.4,
5/2/2006,5,2006,1,2007,2007,76,TTI76,TTI76,TTI,BLK,1,24.69,,39.38,7.88,7.76,115.9199187,5.8,0.14,0.0286,0.1081,7.442538454,0.104269964,0.24815,5.567663454,1.874875,0.46355,485.5,2.316,,,0.061,,,39.38,24.72,8.48,126.72,
6/6/2006,6,2006,2,2007,2007,76,TTI76,TTI76,TTI,BLK,1,29.69,,38.19,7.87,5.65,87.58819147,6.52,0.122,0.0467,0.237375,13.31006196,0.186473968,0.358925,11.62716196,1.6829,0.1804,486.9791667,6.72,,,0.081,,,38.13,29.48,5.63,87.11,
7/12/2006,7,2006,3,2007,2007,76,TTI76,TTI76,TTI,BLK,1,27.74,,20.34,7.54,4.75,64.7710808,2.95,2.104,0.233984,5.10233975,19.13202156,0.268039622,7.20583425,16.22907156,2.90295,1.5134855,1251.25,6.756,,,0.099,,106.929,24.48,27.88,5.48,76.81,
